PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.00295 uM,Activity at 0.015 uM,Activity at 0.074 uM,Activity at 0.369 uM,Activity at 1.843 uM,Activity at 9.217 uM,Activity at 46.08 uM,Compound QC
RESULT_TYPE,,,,,,,,STRING,FLOAT,FLOAT,STRING,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING
RESULT_DESCR,,,,,,,,"Indicates type of activity observed: inhibitor, activator, fluorescent, cytotoxic, inactive, or inconclusive.","Concentration at which compound exhibits half-maximal efficacy, AC50. Extrapolated AC50s also include the highest efficacy observed and the concentration of compound at which it was observed.","Maximal efficacy of compound, reported as a percentage of control. These values are estimated based on fits of the Hill equation to the dose-response curves.",Annotation/notes on a particular compound's data or its analysis.,"A description of dose-response curve quality. A complete curve has two observed asymptotes; a partial curve may not have attained its second asymptote at the highest concentration tested. High efficacy curves exhibit efficacy greater than 80% of control. Partial efficacies are statistically significant, but below 80% of control.",The logarithm of the AC50 from a fit of the data to the Hill equation (calculated based on Molar Units).,The Hill slope from a fit of the data to the Hill equation.,R^2 fit value of the curve. Closer to 1.0 equates to better Hill equation fit.,The asymptotic efficacy from a fit of the data to the Hill equation.,Efficacy at zero concentration of compound from a fit of the data to the Hill equation.,Numerical encoding of curve description for the fitted Hill equation.,"Which dose-response titration points were excluded from analysis based on outlier analysis. Each number represents whether a titration point was (1) or was not (0) excluded, for the titration series going from smallest to highest compound concentrations.",Maximum activity observed for compound (usually at highest concentration tested).,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,"NCGC designation for data stage: 'qHTS', 'qHTS Verification', 'Secondary Profiling'"
RESULT_UNIT,,,,,,,,NONE,MICROMOLAR,PERCENT,NONE,NONE,NONE,NONE,NONE,PERCENT,PERCENT,NONE,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,NONE
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,
694,50106234,9926237,C1CC2CN(CC1N2)C3=NN=C(C=C3)Cl.Cl.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 1 0 0,-11.853,-27.9841,-4.5655,5.3706,-2.6272,20.5266,-2.5345,-11.853,QC'd by SigmaAldrich
695,50105917,74724,C[N+](C)(C)CCO.[Br-],Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 1 0 0 1,-5.4475,-5.2816,-5.559,-19.3392,27.8311,18.3447,-7.0734,-5.4475,QC'd by SigmaAldrich
696,50106653,8246,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C.[Br-],Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,9.4462,-16.9372,8.5029,-0.9112,28.8805,38.6076,-5.5782,9.4462,QC'd by SigmaAldrich
697,50105776,2266,C(CCCC(=O)O)CCCC(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 1 0 0 0 0 0,-2.9639,-13.5206,15.6585,3.6479,2.7185,9.7188,2.7396,-2.9639,QC'd by SigmaAldrich
698,50106095,9901617,C[C@H](C1CCC(CC1)C(=O)NC2=CC=NC=C2)N.Cl.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 1 0 0 0,11.5368,16.5104,20.3163,15.4468,26.0862,6.9607,5.9054,11.5368,QC'd by SigmaAldrich
699,50107090,3060974,CC1=CC(=C(C(=C1)C)N=C2C=C3C4=CC(=C(C=C4CCN3C(=O)N2C)OC)OC)C.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-23.6149,-19.7133,3.5394,0.4696,4.5514,16.5599,-10.6858,-23.6149,QC'd by SigmaAldrich
700,50105855,2143,CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4N,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,-49.2267,1.8415,-13.7861,-22.5802,-21.7535,54.3995,-17.1171,-49.2267,QC'd by SigmaAldrich
701,50106164,5353365,CN1C(=NC2=C1C(=O)N(C(=O)N2C)C)/C=C/C3=CC(=CC=C3)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 1,-10.3477,-8.7428,-10.0132,12.4634,9.3146,14.4013,-7.6169,-10.3477,QC'd by SigmaAldrich
702,50106966,131746,C1CN(CCC1N)C2=NC(=CC=C2)Cl.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 1 0 0 0,0.9201,-4.0063,-4.7239,-13.9152,11.2253,-9.2725,-4.4622,0.9201,QC'd by SigmaAldrich
703,50106842,71405,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4.Cl.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,31.3318,-20.0661,6.7893,-0.8129,-9.2005,8.7921,4.4415,31.3318,QC'd by SigmaAldrich
704,50105916,169743,CCN1CCC2=C(CC1)OC(=N2)N.Cl.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,-5.313,9.0266,-6.9086,-10.9642,5.9978,30.114,-14.2398,-5.313,QC'd by SigmaAldrich
705,50105715,1868,COC1=CC2=C(C=C1)NC3=C2CCNC3,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,17.4618,-21.6946,-9.7284,-2.6223,-12.109,-6.4364,4.0936,17.4618,QC'd by SigmaAldrich
706,50104959,128355,C1=CC=C2C(=C1)C=CC(=N2)COC3=CC=CC(=C3)NC4=CC=CC=C4C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,30.3022,2.7604,0.1446,19.0529,33.0466,45.1029,16.0529,30.3022,QC'd by SigmaAldrich
707,50107159,11957718,CN([C@@H]1CC[C@]2(CCCO2)C[C@H]1N3CCCC3)C(=O)CC4=CC(=C(C=C4)Cl)Cl.CS(=O)(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-43.8329,20.0784,0.49,-3.4144,19.397,11.8193,1.4857,-43.8329,QC'd by SigmaAldrich
708,50106094,6438352,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)C(F)(F)F)N4C2=CC=C4.C(=C\C(=O)O)\C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-21.4289,-14.6159,-7.7793,-4.9219,2.506,3.9837,-19.864,-21.4289,QC'd by SigmaAldrich
709,50105854,1328,CCN1C2=C(C(=O)N(C1=O)CC)NC(=N2)C3=CC=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-27.1381,12.744,-2.5524,3.0894,1.1954,0.2026,-8.6399,-27.1381,QC'd by SigmaAldrich
710,50107214,5520,CP(=O)(C1=CC[NH2+]CC1)[O-],Inactive,0,,,Inactive,,,,,,,,,,4,,-3.6422,6.0074,6.1494,5.3429,14.9377,-5.5721,-7.7767,-3.6422,QC'd by SigmaAldrich
711,50106651,4549312,CC1=CC=CC=C1CNC2=C3C(=NC=N2)N(C=N3)C4C(C(C(O4)CO)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 1 0 0 0 0,11.252,-4.5294,10.7611,28.4062,14.7025,27.5747,-2.0553,11.252,QC'd by SigmaAldrich
712,26753246,2921148,CC1=C(C=C(C=C1)[N+](=O)[O-])S(=O)(=O)N(C)C,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,25.7159,7.3989,22.2096,27.7348,15.7858,45.0911,8.2028,25.7159,QC'd by SigmaAldrich
713,50106722,84605,CNC(=O)OCC[N+](C)(C)C.[Cl-],Inactive,0,,,Inactive,,,,,,,,,,4,,16.2619,-20.0843,7.3254,18.4453,4.308,34.1313,12.0215,16.2619,QC'd by SigmaAldrich
714,50106338,716312,C1=CC(=CC=C1C[C@@H](C(=O)O)N)F,Inactive,0,,,Inactive,,,,,,,,,,4,,-3.5542,-14.6819,14.0628,9.7751,-9.5055,5.2732,-10.3614,-3.5542,QC'd by SigmaAldrich
715,50106843,11957662,C1=CC(=CC(=C1)CCSC(=N)N)CCSC(=N)N.Br.Br,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-21.1878,-11.4557,-1.1359,6.206,9.239,22.9084,-27.6638,-21.1878,QC'd by SigmaAldrich
716,50106228,11417991,C1CN(CCC1OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3)CCCl.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-35.3213,-12.0561,-4.2693,-19.7087,17.7726,32.2252,-6.2706,-35.3213,QC'd by SigmaAldrich
717,50106529,135398700,C1=NC2=C(NC1=O)N=C(NC2=O)N,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 1,-19.2828,-24.8075,-19.3857,-26.7874,-2.8586,18.7327,-15.6437,-19.2828,QC'd by SigmaAldrich
718,50106968,24867532,CC(=O)SC1CC2=CC(=O)CC[C@@]2(C3C1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C,Inactive,0,,,Inactive,,,,,,,,,,4,,8.6872,0.9068,1.1471,-6.3374,-0.1326,28.0843,-7.4247,8.6872,QC'd by SigmaAldrich
719,50105533,135401907,C1=NNC2=C1C(=O)NC=N2,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 1,-5.3829,-0.6939,-2.646,1.3271,3.5644,-10.5865,-20.2099,-5.3829,QC'd by SigmaAldrich
720,50106166,24867495,C1=NC(=C2C(=N1)N(C=N2)[C@@H]3[C@H]([C@@H]([C@@H](O3)COP(=O)(O)OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@@H]4[C@@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N.[NH4+].[NH4+].[NH4+],Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,22.0943,-13.5795,7.974,2.5689,0.2609,39.9221,-4.3016,22.0943,QC'd by SigmaAldrich
721,50106479,6314,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 1,2.9924,8.0573,4.4984,30.1249,23.5228,31.7352,16.0592,2.9924,QC'd by SigmaAldrich
722,50105673,6603827,C1=CC=C(C=C1)C(CCNCC(=O)N)C2=CC=CC=C2,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,-6.2839,12.5545,14.7477,11.0764,21.4216,41.2373,-2.4991,-6.2839,QC'd by SigmaAldrich
723,50106276,68626,C1CN(CCC12CNC(=O)O2)CCC3=CC=CC=C3.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,13.3809,-8.7325,24.3848,-0.2155,6.6014,22.9767,-13.1911,13.3809,QC'd by SigmaAldrich
724,50105918,4578,C1=CC=C(C=C1)COC2=NC(=NC3=C2NC=N3)N,Inactive,0,,,Inactive,,,,,,,,,,4,,-17.2856,-17.1478,-15.4378,-6.976,5.8474,17.3246,-25.0535,-17.2856,QC'd by SigmaAldrich
725,50107153,5123,C1=CN(C(=O)NC1=O)CC(C(=O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,12.3356,22.4803,20.8768,14.9399,45.4342,28.3442,20.5544,12.3356,QC'd by SigmaAldrich
726,50106723,5358907,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3.C(=C\C(=O)O)\C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,10.5335,-7.2667,13.1082,0.9975,5.1916,32.8624,7.2397,10.5335,QC'd by SigmaAldrich
727,50104098,104845,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,15.424,11.4501,-5.5145,2.0676,35.4693,31.2705,5.8825,15.424,QC'd by SigmaAldrich
728,50106416,145685,C1=C(NC=N1)CC(=O)O.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 1,-4.989,-11.0034,19.5983,13.1669,19.1125,16.1203,5.4332,-4.989,QC'd by SigmaAldrich
729,50104801,54676905,C/C(=C(\C#N)/C(=O)NC1=C(C=CC(=C1)Br)Br)/O,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-5.7119,6.7536,12.116,2.9419,43.4074,46.8305,-2.0105,-5.7119,QC'd by SigmaAldrich
730,50106229,11957534,CCCN1CCC[C@H](C1)C2=CC=CC(=C2)C#N.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,28.3007,12.1416,10.89,3.1603,13.6637,7.7536,3.8283,28.3007,QC'd by SigmaAldrich
731,50106897,4814,COC1=C(C=C(C=C1)C(=O)NCC2=CN=CC=C2)C(=O)NCC3=CN=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,30.7362,12.729,8.6941,35.4026,18.5713,23.1858,4.3804,30.7362,QC'd by SigmaAldrich
732,50106844,11957663,C1C[C@H]([C@H](NC1)C(=O)O)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 1,6.1318,9.1709,3.3959,14.6342,5.1126,27.158,-8.2408,6.1318,QC'd by SigmaAldrich
733,50106598,4138,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,7.7942,9.8868,-3.1139,-0.5547,1.8005,8.6127,-0.2662,7.7942,QC'd by SigmaAldrich
734,50107216,167980,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 1,37.4772,4.2703,18.9955,9.2086,11.2372,32.8659,-3.2997,37.4772,QC'd by SigmaAldrich
735,50106967,11957685,CC1=CC(=CC=C1)C2CN(CCC3=C(C(=C(C=C23)O)O)Cl)C.Br,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0,30.1267,3.4622,38.6348,22.5426,25.3965,32.8787,26.2643,30.1267,QC'd by SigmaAldrich
736,50106527,5807,CC(C)NCC(C1=CC(=C(C=C1)O)O)O.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,-9.2028,10.4563,-13.2217,-1.9175,11.7242,2.5383,-1.2511,-9.2028,QC'd by SigmaAldrich
737,50106478,11957584,CC1=CC=CC=C1N2CCN(CC2)S(=O)(=O)C[C@@]34CCC(C3(C)C)CC4NC(=O)[C@H](CCS(=O)(=O)C)N.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,15.3331,-14.9337,14.7045,-2.3559,-15.0345,17.7935,3.4014,15.3331,QC'd by SigmaAldrich
738,50104240,5353788,CCO/C(=N/C1=C[N+](=NO1)N2CCOCC2)/[O-],Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 1,26.2623,12.7976,27.8849,19.3232,38.0148,12.9539,-2.3123,26.2623,QC'd by SigmaAldrich
739,50103896,54676228,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,Inactive,0,,,Inactive,,,,,,,,,,4,,0.2207,-4.5966,-2.0585,-8.186,37.3132,7.8596,7.318,0.2207,QC'd by SigmaAldrich
740,50105779,5860,C[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.[N+](=O)([O-])[O-],Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,8.6935,3.1388,-7.9339,-11.0304,24.2736,11.0636,-0.2919,8.6935,QC'd by SigmaAldrich
741,50107091,135873472,CC([C@H]([C@H]1CNC2=C(N1)C(=O)NC(=N2)N)O)O.Cl.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 1 0,14.591,5.5763,-11.9026,-21.0272,3.2448,15.6764,-13.9639,14.591,QC'd by SigmaAldrich
742,50107156,3034797,C1=CC(=C(C=C1C=C(C#N)C(=S)N)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-5.6319,-9.7208,5.467,-4.3294,-7.0268,41.1993,6.874,-5.6319,QC'd by SigmaAldrich
743,50106649,9836150,CC1=C(C2=C(N1)C=CC(=C2)O)CCN.C(=C\C(=O)O)\C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 1 0 0 1,-1.3123,-14.9117,20.4679,13.039,34.8769,19.4836,-1.9458,-1.3123,QC'd by SigmaAldrich
744,50107217,9931141,CN([C@H]1CCCC[C@@H]1N2CCCC2)C(=O)CC3=CC(=C(C=C3)Cl)Cl.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 1 0 0 0,-46.4882,15.0666,1.9906,-1.0152,32.7877,6.9507,0.2694,-46.4882,QC'd by SigmaAldrich
745,50106230,6603792,C1CCC(C1)N2C=C(C3=C(N=CN=C32)N)C4=CC=C(C=C4)OC5=CC=CC=C5,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,-38.444,5.5429,-10.8612,-3.895,4.7415,46.8518,-16.5438,-38.444,QC'd by SigmaAldrich
746,50106274,9560989,COCCCC/C(=N\OCCN)/C1=CC=C(C=C1)C(F)(F)F.C(=C\C(=O)O)\C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0,-35.4032,1.8416,7.5087,17.3025,22.4872,14.4751,-2.6397,-35.4032,QC'd by SigmaAldrich
747,50106526,11957589,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-20.7403,-12.4076,3.9068,14.8457,7.0301,23.8212,-12.3016,-20.7403,QC'd by SigmaAldrich
748,50106168,5353800,CN(C)C(=O)/N=N/C(=O)N(C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,9.8801,-5.3428,-1.8859,3.2723,26.1009,6.6769,8.8598,9.8801,QC'd by SigmaAldrich
749,50105922,11957475,C1CN(CCN1CC(C(C2=CC=CC=C2)C3=CC=CC=C3)O)C4=CC(=CC=C4)Cl.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,-26.144,-9.3084,-10.558,-1.6877,-22.4315,6.2487,-41.4787,-26.144,QC'd by SigmaAldrich
750,26753546,5326976,CN(C)C1=NC2=C(N1)C(=C(C(=C2Br)Br)Br)Br,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 1,6.1106,2.5755,20.1604,18.9557,6.5206,41.3595,15.861,6.1106,QC'd by SigmaAldrich
751,50105780,5813,C1=CC(=C(C=C1C(CN)O)O)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 1 0 0 0 0,-26.6191,-6.4248,-1.1032,-17.7282,1.2041,12.9774,-3.4624,-26.6191,QC'd by SigmaAldrich
752,50106970,1548887,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-14.5431,-11.6471,3.0031,-4.3484,22.6562,9.9882,-9.7838,-14.5431,QC'd by SigmaAldrich
753,50105851,447916,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@H]([C@H](O3)CO)O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,-19.7312,-13.3636,2.443,-19.5486,-4.3738,-7.5814,-13.8302,-19.7312,QC'd by SigmaAldrich
754,50106775,24867522,CC(=C)[C@@H]1C2[C@@H]3[C@@]4([C@](C1C(=O)O2)(C[C@@H]5[C@]4(O5)C(=O)O3)O)C.C[C@@]12[C@H]3C4C(C([C@@]1(C[C@@H]5[C@]2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 1 0 0 0 0,16.1917,-10.4908,3.0173,28.3684,10.6164,15.0912,-2.7282,16.1917,QC'd by SigmaAldrich
755,50106719,1607,CN(C1=CC(=C(C=C1)O)O)N=O,Inactive,0,,,Inactive,,,,,,,,,,4,,-3.3768,-19.2156,26.3654,-0.1168,-9.0728,12.5903,-16.7461,-3.3768,QC'd by SigmaAldrich
756,50105710,3773,C1CNCCC1C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 1 0 0 0 0 0,33.3101,-7.0012,15.8234,-19.6165,18.6973,17.5489,-7.2134,33.3101,QC'd by SigmaAldrich
757,50107094,667645,COC1=CC(=CC(=C1O)O)C=C(C#N)C#N,Inactive,0,,,Inactive,,,,,,,,,,4,,47.6462,15.0141,-7.5007,11.5936,12.9522,24.0249,-2.8475,47.6462,QC'd by SigmaAldrich
758,50106650,24867514,CSC1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O)N.[Na+].[Na+].[Na+],Inactive,0,,,Inactive,,,,,,,,,,4,0 1 0 0 0 0 1,-5.7025,-5.5467,28.6815,-17.8567,-1.0195,19.8406,-28.0239,-5.7025,QC'd by SigmaAldrich
759,50106721,6420042,C[C@@]12C3=CC=CC=C3C[C@@H](N1)C4=CC=CC=C24.C(=C\C(=O)O)\C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 1 0,1.7963,-24.8286,14.3246,14.4923,10.2882,18.7668,-4.2351,1.7963,QC'd by SigmaAldrich
760,26753615,132787,C1CN(CCN1C2CC3=CC=CC=C3C2)C4=C5C(=CC=C4)OCCO5,Inactive,0,,,Inactive,,,,,,,,,,4,,-1.404,-21.2948,0.044,-16.2953,-2.1818,9.3025,-17.5021,-1.404,QC'd by SigmaAldrich
761,50105428,5288209,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)NC2=CC=C(C=C2)O)/C)/C,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0,-43.9748,10.1914,-1.0121,-0.8223,9.6572,6.2001,-20.8968,-43.9748,QC'd by SigmaAldrich
762,50105920,2735510,C[N+](C)(C)CC=O.[Cl-],Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 1,12.2651,-9.9488,7.5885,10.5636,-7.1333,27.6749,20.4189,12.2651,QC'd by SigmaAldrich
763,50107218,24867541,C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)[C@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,6.6862,9.9332,6.4786,4.2215,-1.7449,20.9009,-1.4379,6.6862,QC'd by SigmaAldrich
764,50104317,1617430,C(CC[C@H](C(=O)O)N)CCP(=O)(O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 1 0,9.1022,-0.9685,3.3288,0.6539,11.3543,12.7349,-6.077,9.1022,QC'd by SigmaAldrich
765,50103960,443955,CC[C@@]12CCCN3[C@@H]1C4=C(CC3)C5=CC=CC=C5N4C(=C2)C(=O)OCC,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0,-28.5902,-2.9487,-3.036,6.2384,10.623,-9.2344,-30.7282,-28.5902,QC'd by SigmaAldrich
766,50106899,9883500,CC(=O)[C@H]1CCC2[C@@]1(CCC3C2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-7.5876,-5.4131,0.3866,-5.9498,10.5139,11.6283,-15.2422,-7.5876,QC'd by SigmaAldrich
767,50106846,11957664,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC=N4.C(=C\C(=O)O)\C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 1,41.6475,22.9112,33.8591,27.2978,7.9275,58.6395,6.6752,41.6475,QC'd by SigmaAldrich
768,50106476,54679302,C1=CC=C(C=C1)OC2=CC=C(C=C2)C3=C(C4=C(C=C(C=C4)Cl)NC3=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,-3.4079,8.8672,3.7033,21.9307,21.91,39.528,-21.6631,-3.4079,QC'd by SigmaAldrich
769,50104238,3715,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 1 0,24.6373,-10.0791,3.1678,3.2853,18.8514,7.1154,-1.4021,24.6373,QC'd by SigmaAldrich
770,50104038,16758819,C[C@]12CCC(=O)C=C1CC[C@@H]3C2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-17.0858,-8.0014,-22.5704,-4.0454,9.3031,39.924,-23.1937,-17.0858,QC'd by SigmaAldrich
771,50104396,5087,CCCCOC1=C(C=CC(=C1)CC2CNC(=O)N2)OC,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,-14.9107,-13.1199,-1.8568,4.6449,-6.89,34.3528,-14.9636,-14.9107,QC'd by SigmaAldrich
772,50106336,5702161,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O.Br,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 1 0 0 0 0,-10.6842,14.8636,8.1397,-8.6194,10.8054,24.5829,-3.3585,-10.6842,QC'd by SigmaAldrich
773,50104379,70547,CC(=O)NCCC1=CNC2=CC=CC=C21,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0,-5.3919,7.9524,17.6017,7.4682,10.6201,12.8647,5.3254,-5.3919,QC'd by SigmaAldrich
774,50104466,5328769,C[C@@H](C1=CC=CC=C1)NC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,Inactive,0,,,Inactive,,,,,,,,,,4,,-2.9811,12.6068,-1.1971,-11.0116,16.4733,29.0738,-13.8231,-2.9811,QC'd by SigmaAldrich
775,50106969,11957687,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0,-48.3692,8.3822,20.0696,3.7194,17.6963,40.8596,18.4354,-48.3692,QC'd by SigmaAldrich
