PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Text Value,Standard Units,Activity Comment,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Standardized version of non-numeric measurement,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,,,
849,504841551,122050876,CC(C)[C@H](C(=O)O)NC1=NC=NC2=C1C=CN2,Unspecified,,,,20.926,IC50,=,20926,,nM,,
850,504841551,122050876,CC(C)[C@H](C(=O)O)NC1=NC=NC2=C1C=CN2,Unspecified,,,,20.592,IC50,=,20592,,nM,,
851,504841552,172472289,CC1=CC(=CN1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,9.528,IC50,=,9528,,nM,,
852,504841552,172472289,CC1=CC(=CN1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Unspecified,,,,10.248,IC50,=,10248,,nM,,
853,504841553,172472290,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NCCC5=CNN=C5,Active,,,,1.361,IC50,=,1361,,nM,,
854,504841553,172472290,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NCCC5=CNN=C5,Active,,,,3.404,IC50,=,3404,,nM,,
855,504841554,172472291,CCC1=COC(=N1)NC2=CC=C(C=C2)[C@@H](CC(=O)O)NC(=O)C3=C4C=CNC4=NC=N3,Unspecified,,,,13.886,IC50,=,13886,,nM,,
856,504841554,172472291,CCC1=COC(=N1)NC2=CC=C(C=C2)[C@@H](CC(=O)O)NC(=O)C3=C4C=CNC4=NC=N3,Unspecified,,,,15.471,IC50,=,15471,,nM,,
857,504841555,172472292,C1CC1NC(=O)NC2=CN3C(=C(C=N3)C(=O)N[C@H]4[C@H](CC5=CC=CC=C45)C(=O)O)C=C2,Unspecified,,,,63.771,IC50,=,63771,,nM,,
858,504841555,172472292,C1CC1NC(=O)NC2=CN3C(=C(C=N3)C(=O)N[C@H]4[C@H](CC5=CC=CC=C45)C(=O)O)C=C2,Unspecified,,,,49.305,IC50,=,49305,,nM,,
859,504841556,172472293,CC(C)[C@@H](C1=CC2=C(CCCS2(=O)=O)C=C1)N3C4=NC=CC(=C4NC3=O)N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
860,504841557,172472294,CC(C)[C@H](C1=CN(N=C1)C)NC2=NC=NC3=C2C=NN3,Unspecified,,,,43.056,IC50,=,43056,,nM,,
861,504841558,172472295,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC(=O)C3=C4C=CNC4=NC=N3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
862,504841559,172472296,CC(C)(C)N1C=C(C=N1)[C@@H]2C3(CCOCC3)CN2C4=NC=NC5=C4C=CN5,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
863,504841560,172472297,CCC1=COC(=N1)NC2=CC=C(C=C2)[C@@H](CC(=O)O)NC(=O)C3=CNC4=NC=NC=C34,Unspecified,,,,70.879,IC50,=,70879,,nM,,
864,504841560,172472297,CCC1=COC(=N1)NC2=CC=C(C=C2)[C@@H](CC(=O)O)NC(=O)C3=CNC4=NC=NC=C34,Unspecified,,,,76.08,IC50,=,76080,,nM,,
865,504841561,172472298,CC1=NN(C(=C1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C)C,Active,,,,1.066,IC50,=,1066,,nM,,
866,504841561,172472298,CC1=NN(C(=C1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C)C,Active,,,,1.023,IC50,=,1023,,nM,,
867,504841562,172472299,CCN1C=C(C=N1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,0.626,IC50,=,626,,nM,,
868,504841562,172472299,CCN1C=C(C=N1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,0.652,IC50,=,652,,nM,,
869,504841563,172472300,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NC5CN(C5)C,Active,,,,1.445,IC50,=,1445,,nM,,
870,504841563,172472300,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NC5CN(C5)C,Active,,,,3.272,IC50,=,3272,,nM,,
871,504841564,172472301,CC1=C(NC2=C1C(=NC=N2)NC(=O)[C@@H]3CCCC4=C3C=CC=N4)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
872,504841564,172472301,CC1=C(NC2=C1C(=NC=N2)NC(=O)[C@@H]3CCCC4=C3C=CC=N4)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
873,504841565,172472302,C1=CC(=CC=C1[C@H](C(=O)O)NC(=O)C2=C3C=CNC3=NC=N2)Br,Unspecified,,,,52.149,IC50,=,52149,,nM,,
874,504841565,172472302,C1=CC(=CC=C1[C@H](C(=O)O)NC(=O)C2=C3C=CNC3=NC=N2)Br,Unspecified,,,,62.896,IC50,=,62896,,nM,,
875,504841566,172472303,C1C[C@H](CN(C1)C2=NC=NC3=C2C=CN3)OCC(F)(F)F,Unspecified,,,,124.375,IC50,>,124375,,nM,Falls Outside The Dose Series,Outside typical range
876,504841567,172472304,CC1=C(NC2=C1C(=NC=N2)NC(=O)C3=CN=C(N=C3)C)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
877,504841568,172472305,CC1=C(NC2=C1C(=NC=N2)NC(=O)C3=CN=C(C=C3)NC(=O)NC4CC4)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
878,504841569,172472306,CCNC(=O)C1=CC2=C(N1)N=CN=C2N[C@@H](C3=NC4=CC=CC=C4O3)C(C)C,Unspecified,,,,20.457,IC50,=,20457,,nM,,
879,504841569,172472306,CCNC(=O)C1=CC2=C(N1)N=CN=C2N[C@@H](C3=NC4=CC=CC=C4O3)C(C)C,Unspecified,,,,17.61,IC50,=,17610,,nM,,
880,504841570,172472307,CC(C)[C@@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=CN4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
881,504841570,172472307,CC(C)[C@@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=CN4,Unspecified,,,,44.431,IC50,=,44431,,nM,,
882,504841570,172472307,CC(C)[C@@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=CN4,Unspecified,,,,50.603,IC50,=,50603,,nM,,
883,504841571,172472308,CC(C)[C@H](C1=CC2=C(C=C1)OCC(=O)N2)NC3=NC=NC4=C3C(=CN4)C(=O)NC,Active,,,,0.306,IC50,=,306,,nM,,
884,504841572,172472309,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=NN(C=C5)C,Active,,,,0.972,IC50,=,972,,nM,,
885,504841572,172472309,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=NN(C=C5)C,Active,,,,1.024,IC50,=,1024,,nM,,
886,504841573,172472310,C1CC1C2=NN=C(O2)NC3=CC=C(C=C3)[C@@H](CC(=O)O)NC(=O)C4=C5C=CNC5=NC=N4,Active,,,,3.778,IC50,=,3778,,nM,,
887,504841573,172472310,C1CC1C2=NN=C(O2)NC3=CC=C(C=C3)[C@@H](CC(=O)O)NC(=O)C4=C5C=CNC5=NC=N4,Active,,,,4.547,IC50,=,4547,,nM,,
888,504841574,172472311,C1=CC=NC(=C1)[C@@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2,Unspecified,,,,14.566,IC50,=,14566,,nM,,
889,504841574,172472311,C1=CC=NC(=C1)[C@@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2,Unspecified,,,,18.188,IC50,=,18188,,nM,,
890,504841575,172472312,COC1=CC=C(C=C1)[C@@H]2CN(C[C@H]2C(=O)O)C(=O)C3=C4C=CNC4=NC=N3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
891,504841576,172472313,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN=C(O5)C6CC6,Active,,,,3.279,IC50,=,3279,,nM,,
892,504841576,172472313,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN=C(O5)C6CC6,Active,,,,3.758,IC50,=,3758,,nM,,
893,504841577,172472314,C[C@@H](CC1=CC=C(S1)Cl)NC2=CC=C(C=C2)[C@@H](CC(=O)O)NC(=O)C3=C4C=CNC4=NC=N3,Unspecified,,,,46.46,IC50,=,46460,,nM,,
894,504841577,172472314,C[C@@H](CC1=CC=C(S1)Cl)NC2=CC=C(C=C2)[C@@H](CC(=O)O)NC(=O)C3=C4C=CNC4=NC=N3,Unspecified,,,,46.659,IC50,=,46659,,nM,,
895,504841578,172472315,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=CN=C(N=C5)N,Active,,,,0.085,IC50,=,85,,nM,,
896,504841578,172472315,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=CN=C(N=C5)N,Active,,,,0.062,IC50,=,62,,nM,,
897,504841578,172472315,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=CN=C(N=C5)N,Active,,,,0.106,IC50,=,106,,nM,,
898,504841579,172472316,CC1=CC(=NN1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,2.562,IC50,=,2562,,nM,,
899,504841579,172472316,CC1=CC(=NN1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,3.089,IC50,=,3089,,nM,,
900,504841580,172472317,CC(C)[C@@H](C1=CC=C(C=C1)OC)NC2=NC=NC3=C2C=CN3,Active,,,,6.357,IC50,=,6357,,nM,,
901,504841580,172472317,CC(C)[C@@H](C1=CC=C(C=C1)OC)NC2=NC=NC3=C2C=CN3,Active,,,,8.208,IC50,=,8208,,nM,,
902,504841581,172472318,C1=CC(=CC=C1[C@@H](C(=O)N)NC(=O)C2=C3C=CNC3=NC=N2)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
903,504841581,172472318,C1=CC(=CC=C1[C@@H](C(=O)N)NC(=O)C2=C3C=CNC3=NC=N2)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
904,504841582,172472319,CC(C)[C@@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=CC(=NC=N3)N4C=CN=N4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
905,504841583,172472320,CCNC(=O)C1=CC2=C(N1)N=CN=C2N[C@@H](C3=C(N=CC=C3)OCC(F)(F)F)C(C)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
906,504841584,172472321,C1=CC(=CC=C1[C@@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2)Cl,Active,,,,2.784,IC50,=,2784,,nM,,
907,504841584,172472321,C1=CC(=CC=C1[C@@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2)Cl,Active,,,,3.037,IC50,=,3037,,nM,,
908,504841585,172472322,C1CCN(C1)C(=O)C2=CC=CC=C2NC(=O)C3=CSC4=C3N=CN=C4NC(=O)NC5CC5,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
909,504841586,172472323,CC1=NN=C(O1)NC2=CC=C(C=C2)C(=O)N[C@@H]3[C@@H](CC4=C3C=CC=C4O)C(=O)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
910,504841586,172472323,CC1=NN=C(O1)NC2=CC=C(C=C2)C(=O)N[C@@H]3[C@@H](CC4=C3C=CC=C4O)C(=O)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
911,504841587,172472324,C1C[C@@H]([C@@H](C1)NC(=O)C2=C3C=C(C=CN3N=C2)C4CCN(CC4)C(=O)C5=CC=C(C=C5)Cl)C(=O)O,Unspecified,,,,32.486,IC50,=,32486,,nM,,
912,504841587,172472324,C1C[C@@H]([C@@H](C1)NC(=O)C2=C3C=C(C=CN3N=C2)C4CCN(CC4)C(=O)C5=CC=C(C=C5)Cl)C(=O)O,Unspecified,,,,24.495,IC50,=,24495,,nM,,
913,504841588,172472325,CC1=C(C(=NO1)C)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Unspecified,,,,16.73,IC50,=,16730,,nM,,
914,504841588,172472325,CC1=C(C(=NO1)C)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Unspecified,,,,18.48,IC50,=,18480,,nM,,
915,504841589,172472326,CC(C1=NNN=N1)[C@@H](C2=CC=C(C=C2)OC)NC(=O)C3=C4C=CNC4=NC=N3,Active,,,,0.633,IC50,=,633,,nM,,
916,504841589,172472326,CC(C1=NNN=N1)[C@@H](C2=CC=C(C=C2)OC)NC(=O)C3=C4C=CNC4=NC=N3,Active,,,,0.594,IC50,=,594,,nM,,
917,504841589,172472326,CC(C1=NNN=N1)[C@@H](C2=CC=C(C=C2)OC)NC(=O)C3=C4C=CNC4=NC=N3,Active,,,,6.894,IC50,=,6894,,nM,,
918,504841589,172472326,CC(C1=NNN=N1)[C@@H](C2=CC=C(C=C2)OC)NC(=O)C3=C4C=CNC4=NC=N3,Unspecified,,,,19.858,IC50,=,19858,,nM,,
919,504841590,172472327,CC1=NC=C(O1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,1.155,IC50,=,1155,,nM,,
920,504841590,172472327,CC1=NC=C(O1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,1.347,IC50,=,1347,,nM,,
921,504841590,172472327,CC1=NC=C(O1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,1.403,IC50,=,1403,,nM,,
922,504841591,172472328,COC1=CC=C(C=C1)[C@@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2,Active,,,,2.066,IC50,=,2066,,nM,,
923,504841591,172472328,COC1=CC=C(C=C1)[C@@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2,Active,,,,2.122,IC50,=,2122,,nM,,
924,504841591,172472328,COC1=CC=C(C=C1)[C@@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2,Active,,,,3.682,IC50,=,3682,,nM,,
925,504841592,172472329,C[C@H]([C@@H]1CCS(=O)(=O)C1)NC2=NC=NC3=C2C=CN3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
926,504841592,172472329,C[C@H]([C@@H]1CCS(=O)(=O)C1)NC2=NC=NC3=C2C=CN3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
927,504841593,50849069,C1CCN(CC1)C(=O)C2=C3C=C(C=CN3N=C2)C4CCN(CC4)C(=O)C5=CC(=CC=C5)Br,Unspecified,,,,124.375,IC50,>,124375,,nM,Falls Outside The Dose Series,Outside typical range
928,504841594,172472330,CN1C(=CC(=N1)C(=O)O)C(=O)N2CCC(CC2)C3=CC4=C(C=NN4C=C3)C(=O)N5CCCCC5,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
929,504841595,172472331,CC(C)[C@@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=CC=CC4=C3C(=O)NC=N4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
930,504841596,172472332,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC(=CN5)C(=O)OC,Active,,,,2.985,IC50,=,2985,,nM,,
931,504841596,172472332,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC(=CN5)C(=O)OC,Active,,,,3.583,IC50,=,3583,,nM,,
932,504841597,172472333,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NC5(CC5)CCOC,Active,,,,2.841,IC50,=,2841,,nM,,
933,504841597,172472333,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NC5(CC5)CCOC,Active,,,,4.417,IC50,=,4417,,nM,,
934,504841598,172472334,C1COC2=CC=CC=C2[C@H]1NC3=NC=NC4=C3C=CN4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
935,504841598,172472334,C1COC2=CC=CC=C2[C@H]1NC3=NC=NC4=C3C=CN4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
936,504841599,172472335,CN1C(=CC(=N1)C(=O)N2CCC(CC2)C3=CC4=C(C=NN4C=C3)C(=O)N5CCCCC5)C(=O)O,Unspecified,,,,66.421,IC50,=,66421,,nM,,
937,504841600,145900606,CC1=CC=C(O1)C2=C(C=NN2)CNC3=CN=C4C(=C3)C=NN4,Unspecified,,,,124.375,IC50,>,124375,,nM,Falls Outside The Dose Series,Outside typical range
938,504841601,172472336,C1CC1NC(=O)NC2=CC=CC3=C2NC=C3C(=O)NC4=CC=CC=C4C(=O)O,Unspecified,,,,19.87,IC50,=,19870,,nM,,
939,504841601,172472336,C1CC1NC(=O)NC2=CC=CC3=C2NC=C3C(=O)NC4=CC=CC=C4C(=O)O,Unspecified,,,,20.025,IC50,=,20025,,nM,,
940,504841602,172472337,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5)CC6CC6,Active,,,,0.804,IC50,=,804,,nM,,
941,504841602,172472337,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5)CC6CC6,Active,,,,0.853,IC50,=,853,,nM,,
942,504841603,172472338,C1=CNC2=NC=NC(=C21)C(=O)NCCN3C=C(N=C3)C(=O)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
943,504841604,172472339,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CON=C5,Unspecified,,,,29.899,IC50,=,29899,,nM,,
944,504841604,172472339,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CON=C5,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
945,504841605,172472340,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=C4C(=NC=N3)OCCO4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
946,504841606,25505733,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=C4C=NN(C4=NC=N3)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
947,504841606,25505733,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=C4C=NN(C4=NC=N3)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
948,504841607,172472341,C1=CC(=CC=C1CS(=O)(=O)NC2=CN=C3C(=C2)C=CN3)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
949,504841608,172472342,C1=CC=C(C(=C1)[C@H](CCO)NC(=O)C2=C3C=CNC3=NC=N2)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
950,504841608,172472342,C1=CC=C(C(=C1)[C@H](CCO)NC(=O)C2=C3C=CNC3=NC=N2)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
951,504841609,172472343,C1=CC(=CC=C1C(=O)N)S(=O)(=O)NC2=CN=C3C(=C2)C=CN3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
952,504841610,172472344,COC1=CC=C(C=C1)[C@@H](CC(=O)O)NC(=O)C2=CC3=C(N2)C(=CC=C3)NC(=O)NC4CC4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
953,504841611,172472345,CC1=C(NC2=C1C(=NC=N2)NC(=O)[C@@H]3CCC4=C3C=CC=C4Cl)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
954,504841612,172472346,CC(C)[C@@H](CCN(C)C(=O)C1=CC2=NC=CN=C2C=C1F)NC3=NC=NC4=C3C=CN4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
955,504841613,172472347,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=CC(=O)NC6=CC=CC=C65,Active,,,,1.673,IC50,=,1673,,nM,,
956,504841614,172472348,C1CC1NC(=O)NC2=CC=CC3=C2NC=C3C(=O)NC4=CC5=C(C=C4CO)OCCO5,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
957,504841615,172472349,C1=CNC2=NC=NC(=C21)C(=O)NCCCN3C=C(N=N3)C(=O)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
958,504841616,172472350,CC1=NC(=C(C(=N1)N[C@H](C2=CC3=C(CCCS3(=O)=O)C=C2)C(C)C)Cl)N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
959,504841617,117803137,C1=CC=C(C=C1)[C@@H](CO)NC2=NC=NC3=C2C=C(N3)I,Unspecified,,,,124.375,IC50,>,124375,,nM,Falls Outside The Dose Series,Outside typical range
960,504841618,172472351,CC(=O)NC1=CC=CC(=C1)[C@@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2,Unspecified,,,,25.792,IC50,=,25792,,nM,,
961,504841618,172472351,CC(=O)NC1=CC=CC(=C1)[C@@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2,Unspecified,,,,12.44,IC50,>,12440,,nM,Falls Outside The Dose Series,
962,504841618,172472351,CC(=O)NC1=CC=CC(=C1)[C@@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2,Unspecified,,,,20.661,IC50,=,20661,,nM,,
963,504841619,172472352,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NCC5=NC=CC=N5,Active,,,,2.943,IC50,=,2943,,nM,,
964,504841619,172472352,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NCC5=NC=CC=N5,Active,,,,5.873,IC50,=,5873,,nM,,
965,504841620,172472353,C1CC1NC(=O)NC2=CC=C(C=C2)C(=O)N[C@H](CC(=O)O)C3=CC(=CC=C3)O,Active,,,,9.045,IC50,=,9045,,nM,,
966,504841620,172472353,C1CC1NC(=O)NC2=CC=C(C=C2)C(=O)N[C@H](CC(=O)O)C3=CC(=CC=C3)O,Active,,,,8.763,IC50,=,8763,,nM,,
967,504841621,172472354,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5)C6CCC6,Active,,,,1.173,IC50,=,1173,,nM,,
968,504841621,172472354,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5)C6CCC6,Active,,,,1.518,IC50,=,1518,,nM,,
969,504841621,172472354,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5)C6CCC6,Active,,,,1.404,IC50,=,1404,,nM,,
970,504841622,172472355,CN1C2=NC=NC(=C2C=N1)NCC3=C(C=CC=N3)O,Unspecified,,,,124.375,IC50,>,124375,,nM,Falls Outside The Dose Series,Outside typical range
971,504841623,75454118,CC1=C(NC2=C1C(=NC=N2)NC(=O)C3CC=CC3)C,Unspecified,,,,41.999,IC50,=,41999,,nM,,
972,504841624,172472356,COC1=C(C=C(C=C1)S(=O)(=O)NC2=CN=C3C(=C2)C=CN3)C(=O)N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
973,504841625,172472357,C1=CC(=CC=C1[C@@H](CC(=O)O)NC(=O)C2=C3C(=NC=C2)C=NN3)Br,Active,,,,9.531,IC50,=,9531,,nM,,
974,504841625,172472357,C1=CC(=CC=C1[C@@H](CC(=O)O)NC(=O)C2=C3C(=NC=C2)C=NN3)Br,Unspecified,,,,10.309,IC50,=,10309,,nM,,
975,504841626,172472358,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=CN=CN=C5,Active,,,,0.478,IC50,=,478,,nM,,
976,504841626,172472358,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=CN=CN=C5,Active,,,,0.308,IC50,=,308,,nM,,
977,504841626,172472358,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=CN=CN=C5,Active,,,,0.538,IC50,=,538,,nM,,
978,504841627,172472359,CCNC(=O)C1=CC2=C(N1)N=CN=C2N[C@H](C3=CC=CC=C3N(C)S(=O)(=O)C)C(C)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
979,504841628,172472360,C1COC2=C1C=C(C=C2)[C@H](C(=O)O)NC(=O)C3=C4C=CNC4=NC=N3,Unspecified,,,,78.425,IC50,=,78425,,nM,,
980,504841628,172472360,C1COC2=C1C=C(C=C2)[C@H](C(=O)O)NC(=O)C3=C4C=CNC4=NC=N3,Unspecified,,,,74.635,IC50,=,74635,,nM,,
981,504841629,172472361,C1C(C(C2=C1C(=CC=C2)O)NC(=O)C3=CC=C(C=C3)NC(=O)NC4=CC=CC=C4)C(=O)O,Active,,,,1.022,IC50,=,1022,,nM,,
